figure	published	ID	Nt	density	evaporation	plate_ID	set	person	organism	strain	genotype	included	sep_2a	marker	Environment	lineage	phi	mmss	mutation_rate	N0	background	luminescence	SD_Nt	cell_count	Competition_time	V	C_plates	environment_Glc	environment_YP	SD_mutation_rate	Lnet_per_cell	SD_mmss_plates	Nt_N0_strain	generations	generation_time	Wabs	coefficient_of_variation	N0_Nt	Luminescence_gross	background_per_cell	background_per_Lnet	mmss_per_V	DNA_repair	Ne	mutation_supply	believed_plastic	occurrence_in_table	genotype_marker	sep_2b	nominal_growth_rate	Growth period	m_per_Vt
S6	no	BB63_02	167671875	367500000	0.9125	51	BB63	R	Escherichia coli	BW25113	dam	included	included_Rif50	Rif50	Glc250	1	0.99999225	1.714	10.2223465	1300	6668736.7	10260830	37013237.3		24	0.5	16	250		0.14725419	0.06119589	0.25844176	128978.365	16.9767696	84.821791	16.9767696	15.0782824	7.75324e-6	16929567	0.03977254	0.64992176	3.428	dam	11684.9459	0.00011945	plastic	1	dam_Rif50	included_dam	0.9701558	17.499013628	0.1958967558
S6	no	BB63_05	47526042	104166670	0.9125	51	BB63	R	Escherichia coli	BW25113	dam	included	included_Rif50	Rif50	Glc80	1	0.99997422	1.282	26.9746847	1225	588196	2055440.67	2870510		24	0.5	16	80		0.1084738	0.04324872	0.28319877	38796.769	15.2436489	94.4655712	15.2436489	22.090388	2.57753e-5	2643636.7	0.01237629	0.2861654	2.564	dam	9949.36826	0.00026838	plastic	1	dam_Rif50	included_dam	0.9701558	15.712578215	0.1631813675
S6	no	BB62_14	220175250	477500000	3.9221875	52	BB62	R	Escherichia coli	BW25113	mutS2	included	included_Nal30	Nal30	Glc250	2	0.99999557	13.492	61.2784589	975	847766.67	9666966.67	32091202		24	0.5	16	250		0.08376723	0.04390578	0.13492799	225820.769	17.7848187	80.9679327	17.7848187	1.00005922	4.42829e-6	10514733	0.00385042	0.08769728	26.984	MMR	9157.62032	0.00056116	slightly	1	mutS2_Nal30	included_mutS2	0.9701558	18.331920146	1.4719680091
S6	no	BB64_01	70510333.3	153333330	0.9196875	52	BB64	R	Escherichia coli	BW25113	mutH	included	included_Nal30	Nal30	Glc80	2	0.9999844	6.312	89.5187939	1100	310134.33	1660235.67	12610989.8		24	0.5	17	80		0.07212049	0.02354599	0.16628728	64100.303	15.9680436	90.1801147	15.9680436	2.63446259	0.0000156	1970370	0.00439842	0.18680139	12.624	MMR	9332.49743	0.00083543	slightly	1	mutH_Nal30	included_mutH	0.9701558	16.459256912	0.7669848079
S6	no	BB64_02	263264125	572500000	0.9196875	52	BB64	R	Escherichia coli	BW25113	mutH	included	included_Nal30	Nal30	Glc250	2	0.99999364	14.533	55.2031159	1675	3053200	5669996.67	10022198.4		24	0.5	16	250		0.08656804	0.02153729	0.1318057	157172.612	17.2619903	83.4202762	17.2619903	0.90694074	6.36243e-6	8723196.7	0.01159748	0.53848356	29.066	MMR	15294.4676	0.0008443	slightly	1	mutH_Nal30	included_mutH	0.9701558	17.793008419	1.633562988
S6	no	BB64_03	14945125	32500000	0.9196875	52	BB64	R	Escherichia coli	BW25113	mutS2	included	included_Nal30	Nal30	Glc30	2	0.99994982	1.299	86.9179749	750	107062.83	739262.5	4145031.89		24	0.5	16	30		0.07503374	0.04946513	0.28202604	19926.8333	14.2824248	100.823216	14.2824248	21.7110118	5.01836e-5	846325.33	0.00716373	0.14482384	2.598	MMR	5731.05952	0.00049813	slightly	1	mutS2_Nal30	included_mutS2	0.9701558	14.72178473	0.1764731687
S6	no	BB64_04	178958292	389166670	0.9196875	52	BB64	R	Escherichia coli	BW25113	mutS2	included	included_Nal30	Nal30	Glc250	2	0.99999707	6.648	37.1483206	525	1822675.3	5667251.33	6331640.79		24	0.5	16	250		0.09807205	0.031668	0.16862751	340872.937	18.3788745	78.350826	18.3788745	2.5365149	2.93364e-6	7489926.7	0.01018492	0.32161541	13.296	MMR	5086.96243	0.00018897	slightly	1	mutS2_Nal30	included_mutS2	0.9701558	18.944250538	0.701848826
S6	no	BB64_05	55565208.3	120833330	0.9196875	52	BB64	R	Escherichia coli	BW25113	mutS1	included	included_Nal30	Nal30	Glc70	1	0.999982	1.229	22.118157	1000	1072279	4362907.67	5183946.25		24	0.5	16	70		0.11547293	0.0785187	0.28699032	55565.2083	15.7618942	91.3595778	15.7618942	23.3515316	1.79969e-5	5435186.7	0.01929767	0.24577165	2.458	mutS1	8381.02627	0.00018537	non-plastic	1	mutS1_Nal30	included_mutS1	0.9701558	16.246765947	0.1512916483
S6	no	BB62_15	172144000	373333330	4.9221875	53	BB62	R	Escherichia coli	BW25113	mutS2	included	included_Nal30	Nal30	Glc175	2	0.99999361	7.22	41.9416303	1100	1844440	7436000	7043419		24	0.5	16	175		0.09439366	0.04319639	0.16429974	156494.545	17.2557528	83.4504303	17.2557528	2.27561969	0.00000639	9280440	0.01071452	0.24804196	14.44	MMR	10040.6975	0.00042112	slightly	1	mutS2_Nal30	included_mutS2	0.9701558	17.786579071	0.8118480761
S6	no	BB64_06	48932291.7	104166670	0.93947917	53	BB64	R	Escherichia coli	BW25113	mutL	included	included_Nal30	Nal30	Glc80	2	0.99998518	3.325	67.9510378	725	407730.33	1460586.33	5549879.73		24	0.5	17	80		0.07866288	0.02984913	0.20349196	67492.8161	16.0424463	89.7618711	16.0424463	6.120059	1.48164e-5	1868316.7	0.00833254	0.27915524	6.65	MMR	6177.93293	0.0004198	slightly	1	mutL_Nal30	included_mutL	0.9701558	16.535948484	0.4021541314
S6	no	BB64_07	128398333	273333330	0.93947917	53	BB64	R	Escherichia coli	BW25113	mutL	included	included_Nal30	Nal30	Glc250	2	0.9999963	6.184	48.1626189	475	4900020	10267380	14589374.3		24	0.5	16	250		0.09036961	0.07996506	0.17251474	270312.281	18.0442675	79.8037381	18.0442675	2.78969504	3.69942e-6	15167400	0.03816264	0.47724152	12.368	MMR	4523.02197	0.00021784	slightly	1	mutL_Nal30	included_mutL	0.9701558	18.599350261	0.6649694654
S6	no	BB64_08	16441250	35000000	0.93947917	53	BB64	R	Escherichia coli	BW25113	mutS2	included	included_Nal30	Nal30	Glc40	2	0.99996199	1.24	75.4200563	625	124828.33	848424	6538643.27		24	0.5	16	40		0.07846351	0.05160338	0.28618592	26306	14.6831043	98.0719045	14.6831043	23.0795099	3.80141e-5	973252.33	0.00759239	0.14712966	2.48	MMR	4901.06857	0.00036964	slightly	1	mutS2_Nal30	included_mutS2	0.9701558	15.134789972	0.1638608798
S6	no	BB64_09	140533542	299166670	0.93947917	53	BB64	R	Escherichia coli	BW25113	mutS2	included	included_Nal30	Nal30	Glc250	2	0.99999395	5.776	41.1005083	850	2547006.7	7100200	29390675		24	0.5	15	250		0.09811346	0.05052317	0.18204464	165333.578	17.3350202	83.0688387	17.3350202	3.15174238	6.04838e-6	9647206.7	0.01812383	0.35872323	11.552	MMR	7792.40834	0.00032027	slightly	1	mutS2_Nal30	included_mutS2	0.9701558	17.868284901	0.6465086081
S6	no	BB64_10	162455208	345833330	0.93947917	53	BB64	R	Escherichia coli	BW25113	mutS1	included	included_Nal30	Nal30	Glc250	1	0.99999461	3.223	19.8393147	875	7115030	11786003.3	36657308.8		24	0.5	16	250		0.1194965	0.07254925	0.21182348	185663.095	17.5023275	82.2747715	17.5023275	6.57224577	5.3861e-6	18901033	0.04379687	0.60368471	6.446	mutS1	8094.79143	0.0001606	non-plastic	1	mutS1_Nal30	included_mutS1	0.9701558	18.040738972	0.357302437
S6	no	BB64_11	106333875	232500000	0.9146875	54	BB64	R	Escherichia coli	BW25113	mutH	included	included_Nal30	Nal30	Glc100	2	0.99998542	8.02	75.4228133	1550	618612.33	1941257.67	7497611.27		24	0.5	17	100		0.07611991	0.01825625	0.15420438	68602.5	16.0659735	89.6304228	16.0659735	1.92274785	1.45767e-5	2559870	0.00581764	0.31866575	16.04	MMR	13226.2271	0.00099756	slightly	1	mutH_Nal30	included_mutH	0.9701558	16.560199435	0.9685873689
S6	no	BB64_12	182558875	399166670	0.9146875	54	BB64	R	Escherichia coli	BW25113	mutH	included	included_Nal30	Nal30	Glc175	2	0.99999165	12.74	69.7857061	1525	1450386.7	4078456.67	9588911.1		24	0.5	16	175		0.08040622	0.0223405	0.13738766	119710.738	16.869193	85.362708	16.869193	1.07839608	8.35347e-6	5528843.3	0.00794476	0.35562145	25.48	MMR	13625.3185	0.00095085	slightly	1	mutH_Nal30	included_mutH	0.9701558	17.388127802	1.4653676514
S6	no	BB64_13	28203250	61666667	0.9146875	54	BB64	R	Escherichia coli	BW25113	mutS2	included	included_Nal30	Nal30	Glc50	2	0.99996277	1.698	60.2058273	1050	162142.33	1172917.67	8581662.23		24	0.5	16	50		0.08423449	0.04158803	0.2592064	26860.2381	14.7131845	97.8714025	14.7131845	15.2653948	0.00003723	1335060	0.00574907	0.13823846	3.396	MMR	8249.58383	0.00049667	slightly	1	mutS2_Nal30	included_mutS2	0.9701558	15.165795507	0.22392495
S6	no	BB64_14	124246750	271666670	0.9146875	54	BB64	R	Escherichia coli	BW25113	mutS2	included	included_Nal30	Nal30	Glc175	2	0.99999336	5.526	44.4760125	825	949066.33	4310960.33	28107807.3		24	0.5	16	175		0.09266516	0.03469677	0.17873791	150602.121	17.2003826	83.7190681	17.2003826	3.23448983	0.00000664	5260026.7	0.00763856	0.22015195	11.052	MMR	7507.68358	0.00033391	slightly	1	mutS2_Nal30	included_mutS2	0.9701558	17.729505472	0.6233676409
S6	no	BB64_15	74700500	163333330	0.9146875	54	BB64	R	Escherichia coli	BW25113	mutS1	included	included_Nal30	Nal30	Glc70	1	0.99998661	1.122	15.0199798	1000	507165.33	2168031.33	17798986.4		24	0.5	16	70		0.13044434	0.02902298	0.29534413	74700.5	16.1888303	88.9502191	16.1888303	26.3230065	1.33868e-5	2675196.7	0.00678932	0.23392897	2.244	mutS1	8594.47452	0.00012909	non-plastic	1	mutS1_Nal30	included_mutS1	0.9701558	16.686835536	0.1344772647
S6	no	BB64_16	41859000	90000000	0.93020833	55	BB64	R	Escherichia coli	BW25113	mutL	included	included_Nal30	Nal30	Glc100	2	0.99998089	3.064	73.1981175	800	206797.33	1498332.67	13409487.2		24	0.5	17	100		0.0768412	0.03579476	0.20880008	52323.75	15.6751783	91.8649836	15.6751783	6.81462414	1.91118e-5	1705130	0.00494033	0.1380183	6.128	MMR	6670.13875	0.00048824	slightly	1	mutL_Nal30	included_mutL	0.9701558	16.157382475	0.3792693532
S6	no	BB64_17	119375667	256666670	0.93020833	55	BB64	R	Escherichia coli	BW25113	mutL	included	included_Nal30	Nal30	Glc175	2	0.99999435	5.551	46.5002639	675	1045877.3	4187926	22854274.5		24	0.5	16	175		0.09137505	0.03508191	0.17848395	176852.84	17.4321899	82.6058006	17.4321899	3.21534763	5.65442e-6	5233803.3	0.00876123	0.24973635	11.102	MMR	6220.88269	0.00028927	slightly	1	mutL_Nal30	included_mutL	0.9701558	17.968443684	0.6178609675
S6	no	BB64_18	29068750	62500000	0.93020833	55	BB64	R	Escherichia coli	BW25113	mutS2	included	included_Nal30	Nal30	Glc60	2	0.99997162	2.837	97.5962159	825	174213	1347367	2013942.08		24	0.5	16	60		0.07234436	0.04635105	0.22050854	35234.8485	15.1047154	95.3344676	15.1047154	7.77259557	0.00002838	1521580	0.00599314	0.12929885	5.674	MMR	6643.29116	0.00064836	slightly	1	mutS2_Nal30	included_mutS2	0.9701558	15.569370806	0.364433481
S6	no	BB64_19	170924250	367500000	0.93020833	55	BB64	R	Escherichia coli	BW25113	mutS2	included	included_Nal30	Nal30	Glc275	2	0.99999561	7.344	42.9664018	750	1685816.7	9251403.33	22092250		24	0.5	16	275		0.09367862	0.05412575	0.16342079	227899	17.7980351	80.9078078	17.7980351	2.22522863	4.38791e-6	10937220	0.00986295	0.18222281	14.688	MMR	7049.27931	0.00030288	slightly	1	mutS2_Nal30	included_mutS2	0.9701558	18.345543127	0.8006304255
S6	no	BB64_20	146118917	314166670	0.93020833	55	BB64	R	Escherichia coli	BW25113	mutS1	included	included_Nal30	Nal30	Glc175	1	0.99999435	2.312	15.8227289	825	1491190	6360000	17454164.7		24	0.5	16	175		0.1283224	0.04352619	0.23519058	177113.838	17.4343174	82.59572	17.4343174	10.1726031	5.64609e-6	7851190	0.01020532	0.23446384	4.624	mutS1	7604.17865	0.00012032	non-plastic	1	mutS1_Nal30	included_mutS1	0.9701558	17.970636688	0.2573086352
2a	no	BB65_01	192645833	208333333	0.9246875	56	BB65	R	Pseudomonas aeruginosa	PAO1	PAO1	included	included_Rif50	Rif50	Glc100	1	0.99998391	0.367	1.90505029	3100	47635.7333	3170614.27	20719952.7		24	1	17	100		0.24251639	0.01645826	0.40741951	62143.8171	15.9233232	90.4333837	15.9233232	111.013489	1.60917e-5	3218250	0.00024727	0.01502413	0.367		26231.3665	4.99721e-5	non-plastic	1	PAO1_Rif50	included_PAO1	0.9701558	16.413160896	0.0223601049
2a	no	BB65_02	223469167	241666667	0.9246875	56	BB65	R	Pseudomonas aeruginosa	PAO1	PAO1	excluded	excluded_Rif50	Rif50	Glc110	1	0.99998277	0.286	1.27981862	3850	45519.6	3551240.4	19931164.4		24	1	16	110		0.28335074	0.01589141	0.45427705	58043.9395	15.8248578	90.9960782	15.8248578	158.838129	1.72283e-5	3596760	0.0002037	0.01281794	0.286		32388.1417	0.00004145	non-plastic	1	PAO1_Rif50	excluded_PAO1	0.9701558	16.311666455	0.017533463
2a	no	BB65_03	269704167	291666667	0.9246875	56	BB65	R	Pseudomonas aeruginosa	PAO1	PAO1	included	included_Rif50	Rif50	Glc125	1	0.99999055	0.81	3.00329064	2550	46923.4	4011943.27	73480686.8		24	1	16	125		0.21658727	0.01487535	0.32726783	105766.34	16.690521	86.2765157	16.690521	40.4034358	9.4548e-6	4058866.67	0.00017398	0.01169593	0.81		22555.527	0.00006774	non-plastic	1	PAO1_Rif50	included_PAO1	0.9701558	17.203959446	0.0470821849
2a	no	BB65_04	526308417	569166667	0.9246875	56	BB65	R	Pseudomonas aeruginosa	PAO1	PAO1	included	included_Rif50	Rif50	Glc250	1	0.99999278	1.241	2.35793303	3800	61927.3667	8706069.3	92825710.6		24	1	16	250		0.23373766	0.01654176	0.28611326	138502.215	17.0795495	84.3113572	17.0795495	23.0550572	7.2201e-6	8767996.67	0.00011766	0.00711313	1.241		34351.2699	8.0998e-5	non-plastic	1	PAO1_Rif50	included_PAO1	0.9701558	17.604955331	0.0704915165
2a	no	BB65_05	555590583	600833333	0.9246875	56	BB65	R	Pseudomonas aeruginosa	PAO1	PAO1	included	included_Rif50	Rif50	Glc275	1	0.99999235	0.826	1.48670626	4250	73233.0667	9316180.27	141174568		24	1	16	275		0.27028701	0.01676807	0.32525755	130727.196	16.9961998	84.7248219	16.9961998	39.377427	7.64952e-6	9389413.33	0.00013181	0.00786085	0.826		38242.071	5.68547e-5	non-plastic	1	PAO1_Rif50	included_PAO1	0.9701558	17.51904156	0.047148698
2a	no	BB65_06	237028750	257500000	0.92052083	57	BB65	R	Pseudomonas aeruginosa	PAO1	PAO1	included	included_Rif50	Rif50	Glc100	1	0.99998101	0.484	2.04194639	4500	43313.5667	3502909.77	63566173.7		24	1	17	100		0.23727264	0.01477842	0.37340948	52673.0556	15.6847775	91.8087615	15.6847775	77.1507189	1.8985e-5	3546223.33	0.00018274	0.01236502	0.484		37541.1261	7.6657e-5	non-plastic	1	PAO1_Rif50	included_PAO1	0.9701558	16.16727698	0.0299370142
2a	no	BB65_07	193305000	210000000	0.92052083	57	BB65	R	Pseudomonas aeruginosa	PAO1	PAO1	included	included_Rif50	Rif50	Glc110	1	0.99998086	0.39	2.01753705	3700	41645.3333	3596891.33	27131337.4		24	1	16	110		0.24550329	0.01860734	0.41199386	52244.5946	15.6729942	91.8777858	15.6729942	105.639452	0.00001914	3638536.67	0.00021544	0.01157815	0.39		30845.3515	6.22316e-5	non-plastic	1	PAO1_Rif50	included_PAO1	0.9701558	16.155131123	0.0241409368
2a	no	BB65_08	262342500	285000000	0.92052083	57	BB65	R	Pseudomonas aeruginosa	PAO1	PAO1	included	included_Rif50	Rif50	Glc125	1	0.9999878	0.488	1.86016372	3200	41097	3820946.33	27615000		24	1	16	125		0.2518648	0.01456472	0.38390508	81982.0313	16.3230201	88.2189687	16.3230201	78.6690728	1.21978e-5	3862043.33	0.00015665	0.01075571	0.488		27717.0095	5.15582e-5	non-plastic	1	PAO1_Rif50	included_PAO1	0.9701558	16.825153357	0.0290041933
2a	no	BB65_09	395815000	430000000	0.92052083	57	BB65	R	Pseudomonas aeruginosa	PAO1	PAO1	included	included_Rif50	Rif50	Glc175	1	0.99998914	1.105	2.79170825	4300	42679	5052764.33	40713268.6		24	1	16	175		0.22162923	0.01276547	0.29676794	92050	16.4901301	87.3249629	16.4901301	26.856827	1.08637e-5	5095443.33	0.00010783	0.00844666	1.105		37603.9963	0.00010498	non-plastic	1	PAO1_Rif50	included_PAO1	0.9701558	16.997404026	0.0650099273
2a	no	BB65_10	517014167	561666667	0.92052083	57	BB65	R	Pseudomonas aeruginosa	PAO1	PAO1	included	included_Rif50	Rif50	Glc250	1	0.99999323	1.137	2.19916604	3500	62871.6	9073728.4	43195715.1		24	1	16	250		0.23892677	0.01755025	0.29411119	147718.333	17.1724894	83.8550527	17.1724894	25.8672992	6.76964e-6	9136600	0.00012161	0.00692897	1.137		31801.9672	6.99378e-5	non-plastic	1	PAO1_Rif50	included_PAO1	0.9701558	17.700754214	0.064234551
2a	no	BB65_11	207533000	236666667	0.876875	58	BB65	R	Pseudomonas aeruginosa	PAO1	PAO1	included	included_Rif50	Rif50	Glc100	1	0.9999841	0.477	2.29842965	3300	38753.4667	3493949.87	48295886.1		24	1	17	100		0.22859188	0.01683564	0.37512701	62888.7879	15.9405152	90.3358506	15.9405152	78.6429796	1.59011e-5	3532703.33	0.00018673	0.01109159	0.477		27952.076	6.42459e-5	non-plastic	1	PAO1_Rif50	included_PAO1	0.9701558	16.430881729	0.0290307001
2a	no	BB65_12	235301500	268333333	1.876875	59	BB65	R	Pseudomonas aeruginosa	PAO1	PAO1	included	included_Rif50	Rif50	Glc110	1	0.99998109	0.782	3.32339573	4450	41038.5333	3910068.13	34961633.9		24	1	16	110		0.2097866	0.01661727	0.33091463	52876.7416	15.6903457	91.7761808	15.6903457	42.3164491	1.89119e-5	3951106.67	0.00017441	0.01049561	0.782		37136.3901	0.00012342	non-plastic	1	PAO1_Rif50	included_PAO1	0.9701558	16.173016392	0.0483521429
2a	no	BB65_16	183748750	212500000	0.8646875	59	BB65	R	Pseudomonas aeruginosa	PAO1	PAO1	included	included_Rif50	Rif50	Glc100	1	0.99997823	0.779	4.23948462	4000	33430.4	3662576.27	17694686.4		24	1	17	100		0.18849855	0.01993252	0.32142328	45937.1875	15.4873749	92.9789592	15.4873749	41.2610116	2.17689e-5	3696006.67	0.00018194	0.00912756	0.779		32975.1304	0.0001398	non-plastic	1	PAO1_Rif50	included_PAO1	0.9701558	15.963801804	0.0487978997
2a	no	BB65_17	227704333	263333333	0.8646875	59	BB65	R	Pseudomonas aeruginosa	PAO1	PAO1	included	included_Rif50	Rif50	Glc110	1	0.99998156	0.407	1.7874056	4200	35135	4123635	13898108		24	1	16	110		0.25505029	0.0181096	0.40649374	54215.3174	15.7264129	91.5656997	15.7264129	99.875611	1.8445e-5	4158770	0.0001543	0.0085204	0.407		35125.8084	6.27841e-5	non-plastic	1	PAO1_Rif50	included_PAO1	0.9701558	16.210193137	0.0251076589
2a	no	BB65_18	247160083	285833333	0.8646875	59	BB65	R	Pseudomonas aeruginosa	PAO1	PAO1	included	included_Rif50	Rif50	Glc125	1	0.99998523	0.365	1.47677568	3650	36618.2	4205561.8	32808310.3		24	1	16	125		0.27085822	0.01701554	0.42068192	67715.0912	16.0471898	89.7353381	16.0471898	115.25532	1.47678e-5	4242180	0.00014816	0.00870709	0.365		31111.3531	4.59445e-5	non-plastic	1	PAO1_Rif50	included_PAO1	0.9701558	16.540837846	0.0220665968
2a	no	BB65_19	471261500	545000000	0.8646875	59	BB65	R	Pseudomonas aeruginosa	PAO1	PAO1	included	included_Rif50	Rif50	Glc175	1	0.99999088	1.612	3.42060618	4300	38197.0333	4385699.63	71140955.8		24	1	16	175		0.20789001	0.0093063	0.26348513	109595.698	16.7418316	86.0120942	16.7418316	16.3452314	9.12445e-6	4423896.67	8.10527e-5	0.00870945	1.612		38145.1211	0.00013048	non-plastic	1	PAO1_Rif50	included_PAO1	0.9701558	17.256848476	0.0934121895
2a	no	BB65_20	631231000	730000000	0.8646875	59	BB65	R	Pseudomonas aeruginosa	PAO1	PAO1	included	included_Rif50	Rif50	Glc250	1	0.99999248	1.276	2.02144698	4750	39403.9	8473672.77	9906383.01		24	1	16	250		0.24535361	0.01342404	0.28361757	132890.737	17.019881	84.6069369	17.019881	22.2270825	7.52498e-6	8513076.67	6.24239e-5	0.00465016	1.276		42797.3791	8.65126e-5	non-plastic	1	PAO1_Rif50	included_PAO1	0.9701558	17.543451288	0.072733693
S10	no	BB108_16	284659375	238333330	0.92760417	6	BB108	R	Escherichia coli	MN1	pgsA	included	included_Rif50	Rif50	1%LB_Glc80	1	0.99976498	0.961	3.37596469	66900	591538.67	7784348	6895727.28		24	1.5	17	80		0.20251924	0.02734619	0.30085259	4254.99813	12.0549428	119.453076	12.0549428	31.3062013	0.00023502	8375886.7	0.00207806	0.07599078	0.64066667		436739.685	0.00147442	non-plastic	1	pgsA_Rif50	included_pgsA	0.9701558	12.425780254	0.0515594718
S10	no	BB108_17	304565625	255000000	0.92760417	6	BB108	R	Escherichia coli	MN1	pgsA	included	included_Rif50	Rif50	1%LB_Glc100	1	0.9997897	1.291	4.23882373	64050	669385	8988025	51023722.4		24	1.5	16	100		0.1943094	0.02951096	0.28257539	4755.12295	12.2152669	117.885267	12.2152669	21.8881012	0.0002103	9657410	0.00219784	0.07447521	0.86066667		423265.031	0.00179415	non-plastic	1	pgsA_Rif50	included_pgsA	0.9701558	12.591036336	0.0683555065
S10	no	BB108_18	250818750	210000000	0.92760417	6	BB108	R	Escherichia coli	MN1	pgsA	included	included_Rif50	Rif50	1%LB_Glc175	1	0.99973178	1.812	7.22434029	67275	945180.33	13314786.3	28795338.4		24	1.5	16	175		0.16426864	0.05308529	0.25395471	3728.26087	11.8642871	121.372653	11.8642871	14.0151604	0.00026822	14259967	0.00376838	0.07098727	1.208		432782.457	0.00312657	non-plastic	1	pgsA_Rif50	included_pgsA	0.9701558	12.229259563	0.0987794881
S10	no	BB108_19	309542188	259166670	0.92760417	6	BB108	R	Escherichia coli	MN1	pgsA	included	included_Rif50	Rif50	1%LB_Glc250	1	0.99978775	1.325	4.28051508	65700	1330426.7	16294773.3	64411408.3		24	1.5	16	250		0.19371125	0.05264153	0.28027096	4711.44882	12.2019551	118.013875	12.2019551	21.152525	0.00021225	17625200	0.00429805	0.08164745	0.88333333		433731.823	0.0018566	non-plastic	1	pgsA_Rif50	included_pgsA	0.9701558	12.57731496	0.0702322663
S10	no	BB108_20	259776563	217500000	0.92760417	6	BB108	R	Escherichia coli	MN1	pgsA	included	included_Rif50	Rif50	1%LB_Glc275	1	0.999752	1.274	4.90421456	64425	1517140	16017793.3	7900048.06		24	1.5	16	275		0.18558664	0.06165989	0.28375775	4032.23225	11.977363	120.226798	11.977363	22.2729786	0.000248	17534933	0.00584017	0.09471592	0.84933333		418085.497	0.00205038	non-plastic	1	pgsA_Rif50	included_pgsA	0.9701558	12.345813963	0.068795248
2a	no	BB65_13	303261250	345833333	2.876875	60	BB65	R	Pseudomonas aeruginosa	PAO1	PAO1	included	included_Rif50	Rif50	Glc125	1	0.99998978	0.344	1.13433549	3100	42347.4	4250169.27	76613831.8		24	1	16	125		0.29432864	0.01401488	0.42860792	97826.2097	16.5779334	86.8624552	16.5779334	124.595324	1.02222e-5	4292516.67	0.00013964	0.0099637	0.344		27245.9446	3.0906e-5	non-plastic	1	PAO1_Rif50	included_PAO1	0.9701558	17.08790838	0.0201311941
3d	no	BB67_01	95949917.5	209416670	0.91635417	60	BB67	R	Saccharomyces cerevisiae	Sigma_1278b	MLH1_sigma	included	included_5-FOA1000	5-FOA1000	Glc1000	1	0.99995909	5.022024	52.3400554	3925	668401.67	46934665	29897225	38566667	72	0.5	16	1000		0.08803256	0.48915795	0.18420409	24445.8389	14.5773013	296.35115	4.85910043	3.66792542	4.09068e-5	47603067	0.00696615	0.01424111	10.044048		30571.1175	0.00160009	plastic	1	MLH1_sigma_5-FOA1000	included_MLH1_sigma	0.4	12.147751077	0.8268236595
3d	no	BB67_02	140046328	313500000	0.91635417	60	BB67	R	Saccharomyces cerevisiae	Sigma_1278b	MLH1_sigma	included	included_5-FOA1000	5-FOA1000	Glc8000	1	0.99997162	3.941647	28.1453077	3975	497189.47	40259378	35863441.2	48000000	72	0.5	17	8000		0.10383619	0.28747186	0.19287376	35231.7807	15.1045898	286.005781	5.03486326	4.89322759	2.83835e-5	40756567	0.00355018	0.01234966	7.883294		32008.3351	0.00090088	plastic	1	MLH1_sigma_5-FOA1000	included_MLH1_sigma	0.4	12.587158143	0.6262965723
